id,name,position,shirt_number,team_id,team_side,substitute,captain,total_pass,accurate_pass,total_long_balls,accurate_long_balls,goal_assist,good_high_claim,saved_shots_from_inside_the_box,saves,minutes_played,touches,rating,possession_lost_ctrl,rating_original,rating_alternative,goals_prevented,match_id,total_cross,accurate_cross,aerial_lost,duel_lost,duel_won,dispossessed,on_target_scoring_attempt,goals,total_clearance,outfielder_block,interception_won,total_tackle,fouls,expected_goals,expected_assists,aerial_won,was_fouled,shot_off_target,challenge_lost,total_contest,won_contest,big_chance_created,clearance_off_line,key_pass,error_lead_to_a_shot,big_chance_missed,penalty_miss,blocked_scoring_attempt,penalty_save,punches,penalty_conceded,total_offside,total_keeper_sweeper,accurate_keeper_sweeper,hit_woodwork,last_man_tackle,own_goals,penalty_won,error_lead_to_a_goal
933641,Jay Idzes,D,4,2793,away,False,True,46.0,43.0,3.0,1.0,0.0,,,,90.0,62.0,7.5,4.0,7.5,7.1,,12501598,,,2.0,4.0,5.0,,,,3.0,1.0,3.0,3.0,,0.0566,0.0224179,1.0,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
892430,Fali Candé,D,2,2793,away,False,False,44.0,37.0,7.0,4.0,0.0,,,,90.0,72.0,7.4,11.0,7.4,7.2,,12501598,,,,4.0,9.0,3.0,1.0,,9.0,1.0,1.0,2.0,1.0,0.0178,0.00687978,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,
869888,Alessio Zerbin,M,24,2761,away,False,False,17.0,14.0,1.0,,0.0,,,,76.0,41.0,6.8,11.0,6.8,7.0,,12501598,6.0,2.0,1.0,5.0,5.0,,1.0,,,,1.0,3.0,3.0,0.1315,0.0672515,,1.0,,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,
232224,Alfred Duncan,M,32,2688,away,False,False,12.0,11.0,1.0,,0.0,,,,63.0,23.0,6.9,5.0,6.9,6.6,,12501598,1.0,1.0,,4.0,4.0,1.0,1.0,,,,,3.0,2.0,0.0275,0.0759095,,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,,,,,,,,,
876259,Hans Nicolussi Caviglia,M,14,2688,away,False,False,35.0,31.0,3.0,,0.0,,,,90.0,43.0,6.8,6.0,6.8,6.7,,12501598,,,,1.0,3.0,,,,,,1.0,1.0,,,0.0567916,,2.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
857178,Kike Pérez,M,71,2688,away,False,False,39.0,30.0,7.0,4.0,0.0,,,,90.0,62.0,7.7,16.0,7.7,7.4,,12501598,1.0,,,4.0,12.0,1.0,,,,,1.0,7.0,2.0,,0.0171113,1.0,2.0,,1.0,2.0,2.0,,,3.0,,,,,,,,,,,,,,,
933203,Mikael Ellertsson,M,77,2713,away,False,False,6.0,4.0,,,0.0,,,,63.0,19.0,6.7,4.0,6.7,6.4,,12501598,,,,2.0,1.0,1.0,,,2.0,,2.0,1.0,,,0.00604822,,,,1.0,,,,,,,,,,,,,,,,,,,,
965009,Gaetano Oristanio,F,11,2688,away,False,False,10.0,9.0,3.0,3.0,0.0,,,,63.0,24.0,6.4,10.0,6.4,6.3,,12501598,,,1.0,10.0,3.0,5.0,,,,,,,2.0,0.0285,0.00667981,1.0,1.0,1.0,,4.0,2.0,,,,,,,,,,,1.0,,,,,,,
190933,Mirko Marić,F,99,2729,away,False,False,17.0,12.0,,,0.0,,,,76.0,29.0,6.4,10.0,6.4,6.6,,12501598,2.0,,1.0,4.0,4.0,1.0,1.0,,2.0,,,,,0.1578,,2.0,1.0,,1.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,
879802,John Yeboah,M,10,2688,away,True,False,9.0,8.0,,,0.0,,,,27.0,17.0,6.1,7.0,6.1,6.3,,12501598,1.0,,,5.0,1.0,1.0,,,,,,,2.0,,0.00604721,,,,,4.0,1.0,,,,,,,,,,,,,,,,,,
1141754,Issa Doumbia,M,97,2688,away,True,False,14.0,10.0,2.0,1.0,0.0,,,,27.0,18.0,6.8,6.0,6.8,6.6,,12501598,,,,,2.0,,,,,,,,,0.087,0.00513506,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
933207,Bjarki Steinn Bjarkason,M,19,2688,away,True,False,11.0,10.0,,,0.0,,,,27.0,17.0,6.3,3.0,6.3,6.5,,12501598,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
1086199,Franco Carboni,D,79,2705,away,True,False,6.0,4.0,2.0,1.0,0.0,,,,14.0,11.0,7.0,4.0,7.0,7.1,,12501598,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,
78939,Christian Gytkjær,F,9,2712,away,True,False,4.0,2.0,,,0.0,,,,14.0,7.0,6.7,2.0,6.7,6.7,,12501598,,,1.0,2.0,1.0,,1.0,1.0,,,,,1.0,0.8268,0.0171187,1.0,,,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,
125807,Matteo Grandi,G,23,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97978,Jesse Joronen,G,1,4712,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068885,Alessandro Marcandalli,D,16,2713,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250501,Ridgeciano Haps,D,5,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896180,Gianluca Busio,M,6,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887618,Saad El Haddad,M,80,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235656,Francesco Zampano,D,7,2706,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019971,Cheick Oumar Condé,M,17,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088870,Daniel Fila,F,18,2688,away,True,False,,,,,,,,,,,,,,,,12501598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905351,Zion Suzuki,G,31,2690,home,False,False,17.0,9.0,8.0,,0.0,1.0,,,90.0,24.0,6.1,8.0,6.1,5.5,-1.3121,12504368,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
928103,Enrico Del Prato,D,15,2690,home,False,True,46.0,40.0,8.0,5.0,0.0,,,,90.0,70.0,7.1,11.0,7.1,7.0,,12504368,3.0,,2.0,3.0,5.0,,,,3.0,1.0,,3.0,1.0,,0.0221744,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,
807295,Alessandro Vogliacco,D,21,2713,home,False,False,54.0,49.0,9.0,4.0,0.0,,,,90.0,65.0,6.6,5.0,6.6,5.8,,12504368,,,2.0,6.0,3.0,,1.0,,5.0,1.0,,1.0,3.0,0.1027,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
958517,Lautaro Valenti,D,5,2690,home,False,False,36.0,31.0,5.0,1.0,0.0,,,,55.0,43.0,6.4,6.0,6.4,6.2,,12504368,,,2.0,4.0,2.0,,,,3.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
891346,Emanuele Valeri,D,14,2690,home,False,False,26.0,16.0,8.0,3.0,1.0,,,,90.0,57.0,7.0,19.0,7.0,6.5,,12504368,8.0,3.0,,1.0,2.0,,,,3.0,,,,1.0,0.0471,0.189855,1.0,,1.0,,1.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
1110136,Mandela Keita,M,16,2690,home,False,False,32.0,28.0,2.0,2.0,0.0,,,,90.0,37.0,6.6,5.0,6.6,6.7,,12504368,,,2.0,4.0,4.0,,,,1.0,,,1.0,2.0,,0.00569548,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
895868,Nahuel Estévez,M,8,2690,home,False,False,22.0,17.0,6.0,3.0,0.0,,,,55.0,28.0,6.8,6.0,6.8,6.9,,12504368,1.0,1.0,,1.0,3.0,,,,1.0,,,3.0,1.0,,0.0587776,,,,,,,,,1.0,,,,,,,,,,,,,,,
909991,Simon Sohm,M,19,2693,home,False,False,27.0,20.0,2.0,1.0,0.0,,,,68.0,35.0,6.6,8.0,6.6,6.5,,12504368,,,,1.0,1.0,,,,,,2.0,,1.0,,0.010354,,1.0,,,,,,,,,,,,,,,,,,,,,,
856065,Pontus Almqvist,F,11,2690,home,False,False,8.0,4.0,,,0.0,,,,76.0,23.0,6.7,9.0,6.7,6.7,,12504368,4.0,1.0,1.0,4.0,4.0,1.0,,,,,2.0,1.0,,0.117,0.00897597,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
1086223,Ange-Yoan Bonny,F,13,2697,home,False,False,10.0,8.0,,,0.0,,,,55.0,23.0,6.4,9.0,6.4,6.9,,12504368,,,1.0,4.0,3.0,2.0,1.0,,,,,,,0.6585,,1.0,,,,3.0,2.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,
1017649,Matteo Cancellieri,F,22,2699,home,False,False,18.0,17.0,4.0,3.0,0.0,,,,90.0,33.0,7.0,4.0,7.0,7.0,,12504368,1.0,1.0,1.0,6.0,8.0,,,,3.0,,,1.0,3.0,0.2528,0.0832201,2.0,5.0,1.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,1.0,,,,
1473137,Giovanni Leoni,D,46,2690,home,True,False,18.0,15.0,,,0.0,,,,35.0,23.0,6.5,3.0,6.5,6.5,,12504368,,,,,2.0,,,,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
1155432,Anas Haj Mohamed,F,61,2690,home,True,False,10.0,9.0,1.0,,0.0,,,,35.0,15.0,6.5,3.0,6.5,6.6,,12504368,,,2.0,5.0,3.0,,,,,,,1.0,,,0.0184422,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,
1099296,Mateo Pellegrino,F,32,2690,home,True,False,6.0,4.0,,,0.0,,,,35.0,13.0,8.3,2.0,8.3,9.2,,12504368,,,1.0,2.0,3.0,,2.0,2.0,,,,,2.0,0.602,,1.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,
156019,Hernani,M,27,2690,home,True,False,10.0,10.0,4.0,4.0,1.0,,,,22.0,19.0,7.5,3.0,7.5,7.4,,12504368,4.0,1.0,1.0,2.0,4.0,,,,1.0,,,1.0,,,0.10992,,1.0,,1.0,2.0,2.0,1.0,,2.0,,,,,,,,,,,,,,,
812145,Dennis Man,F,98,2952,home,True,False,9.0,6.0,2.0,2.0,0.0,,,,14.0,13.0,6.7,5.0,6.7,6.7,,12504368,1.0,,,1.0,1.0,,,,,,,,,0.0304,0.0954168,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
990411,Edoardo Corvi,G,40,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173355,Richard Marcone,G,33,241802,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983510,Botond Balogh,D,4,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991608,Nicolas Trabucchi,D,63,72080,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004790,Jacob Ondrejka,F,17,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587207,Elia Plicco,M,65,72080,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133715,Mathias Fjørtoft Løvik,D,18,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394202,Antoine Hainaut,M,20,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934384,Adrián Bernabé,M,10,2690,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
958167,Drissa Camara,M,23,241802,home,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356160,Vanja Milinković-Savić,G,32,2714,away,False,False,38.0,21.0,21.0,4.0,0.0,1.0,2.0,2.0,90.0,48.0,6.5,17.0,6.5,7.2,0.3005,12504368,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,
886243,Sebastian Walukiewicz,D,4,2793,away,False,False,25.0,22.0,,,0.0,,,,90.0,44.0,6.5,8.0,6.5,6.4,,12504368,2.0,,1.0,5.0,4.0,,,,4.0,,,2.0,3.0,,0.0148461,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
339909,Guillermo Maripán,D,13,2696,away,False,False,44.0,35.0,10.0,4.0,1.0,,,,90.0,54.0,7.1,9.0,7.1,6.9,,12504368,,,1.0,3.0,3.0,,,,5.0,2.0,1.0,1.0,,,,2.0,,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,
1089453,Saúl Coco,D,23,2696,away,False,False,38.0,33.0,4.0,2.0,0.0,,,,90.0,54.0,6.9,6.0,6.9,7.0,,12504368,,,,1.0,6.0,,,,9.0,,1.0,3.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
122848,Cristiano Biraghi,D,34,2696,away,False,False,27.0,22.0,5.0,1.0,0.0,,,,90.0,52.0,6.5,11.0,6.5,5.8,,12504368,6.0,2.0,1.0,5.0,1.0,,,,7.0,,2.0,,3.0,0.2255,0.00917053,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,
930189,Samuele Ricci,M,28,2692,away,False,True,40.0,34.0,3.0,2.0,0.0,,,,89.0,55.0,6.6,10.0,6.6,6.9,,12504368,,,,3.0,8.0,1.0,,,3.0,,,2.0,1.0,,,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,
1016788,Cesare Casadei,M,22,2696,away,False,False,29.0,27.0,1.0,1.0,1.0,,,,69.0,38.0,7.1,3.0,7.1,7.0,,12504368,,,3.0,4.0,5.0,,,,2.0,,1.0,1.0,,,0.0141985,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
233826,Valentino Lazaro,M,20,2696,away,False,False,20.0,15.0,,,0.0,,,,84.0,35.0,6.7,11.0,6.7,6.4,,12504368,6.0,2.0,2.0,3.0,3.0,,,,1.0,,,,1.0,,0.03656,,2.0,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,
357596,Nikola Vlašić,M,10,2696,away,False,False,23.0,20.0,,,0.0,,,,90.0,33.0,6.2,10.0,6.2,6.4,,12504368,,,2.0,7.0,4.0,2.0,,,,,,,,,0.0391068,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
838232,Eljif Elmas,M,11,36360,away,False,False,16.0,14.0,,,0.0,,,,69.0,25.0,6.9,7.0,6.9,7.4,,12504368,,,,5.0,1.0,1.0,1.0,1.0,,,,,1.0,0.0591,0.00538201,,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,
773409,Che Adams,F,18,2696,away,False,False,20.0,16.0,1.0,1.0,0.0,,,,90.0,38.0,7.6,9.0,7.6,8.2,,12504368,,,2.0,4.0,7.0,1.0,1.0,1.0,3.0,1.0,,,2.0,0.2774,0.0134142,3.0,3.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
1030829,Gvidas Gineitis,M,66,2696,away,True,False,3.0,3.0,,,0.0,,,,21.0,8.0,6.3,2.0,6.3,6.3,,12504368,1.0,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
802149,Yann Karamoh,F,7,241802,away,True,False,4.0,4.0,,,0.0,,,,21.0,10.0,6.3,3.0,6.3,6.3,,12504368,,,1.0,4.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
934409,Marcus Pedersen,D,16,2696,away,True,False,1.0,,,,0.0,,,,12.0,5.0,6.7,2.0,6.7,6.6,,12504368,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
189135,Karol Linetty,M,77,241802,away,True,False,2.0,2.0,,,0.0,,,,1.0,2.0,,,,,,12504368,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
125921,Antonio Donnarumma,G,17,2710,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259281,Alberto Paleari,G,1,2696,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259995,Adam Masina,D,5,2696,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357584,Borna Sosa,D,24,7,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139235,Adrien Tameze,M,61,2696,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397347,Ali Dembele,D,21,2696,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526925,Tommaso Gabellini,F,86,826816,away,True,False,,,,,,,,,,,,,,,,12504368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256667,Wladimiro Falcone,G,30,2689,home,False,False,20.0,12.0,11.0,3.0,0.0,,5.0,7.0,90.0,33.0,7.9,8.0,7.9,7.4,0.0594,12504370,,,,,1.0,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,
372430,Frédéric Guilbert,D,12,2689,home,False,False,23.0,16.0,7.0,2.0,1.0,,,,90.0,47.0,6.6,7.0,6.6,6.4,,12504370,,,1.0,8.0,6.0,,,,1.0,,3.0,4.0,4.0,0.009,0.0661669,,1.0,1.0,3.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
786175,Federico Baschirotto,D,6,2761,home,False,True,15.0,10.0,5.0,2.0,0.0,,,,90.0,27.0,5.9,6.0,5.9,5.7,,12504370,,,,1.0,1.0,,,,10.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
1392819,Gaby Jean,D,19,2689,home,False,False,33.0,22.0,10.0,3.0,0.0,,,,90.0,41.0,6.2,12.0,6.2,6.2,,12504370,,,2.0,2.0,1.0,,,,5.0,1.0,,,,,0.0072586,1.0,,,,,,,,,,,,,,,,,,,,,,,
945616,Antonino Gallo,D,25,2689,home,False,False,20.0,15.0,4.0,,0.0,,,,90.0,43.0,6.3,7.0,6.3,4.9,,12504370,1.0,1.0,2.0,2.0,3.0,,,,6.0,,,3.0,,,0.0358411,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
804621,Lassana Coulibaly,M,29,2689,home,False,False,13.0,10.0,2.0,,0.0,,,,82.0,23.0,6.3,7.0,6.3,6.5,,12504370,2.0,,,3.0,3.0,,,,1.0,,,2.0,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
1142149,Medon Berisha,M,5,2689,home,False,False,9.0,5.0,1.0,,0.0,,,,56.0,13.0,6.5,6.0,6.5,6.6,,12504370,,,,1.0,1.0,,,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
984998,Santiago Pierotti,M,50,2689,home,False,False,15.0,10.0,1.0,,0.0,,,,74.0,32.0,6.8,8.0,6.8,7.0,,12504370,1.0,,4.0,8.0,9.0,,,,3.0,,,5.0,2.0,0.2215,0.0218695,3.0,,2.0,1.0,2.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,
886628,Þórir Jóhann Helgason,M,14,2689,home,False,False,20.0,14.0,3.0,1.0,1.0,,,,74.0,27.0,7.1,8.0,7.1,7.0,,12504370,2.0,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,0.0802,0.109605,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,
605374,Tete Morente,M,7,2689,home,False,False,15.0,10.0,7.0,2.0,0.0,,,,82.0,29.0,6.1,11.0,6.1,6.2,,12504370,1.0,,1.0,4.0,1.0,1.0,,,3.0,,1.0,,1.0,0.0326,0.00519874,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,
839156,Nikola Krstović,F,9,2689,home,False,False,26.0,16.0,3.0,2.0,0.0,,,,90.0,43.0,8.7,14.0,8.7,9.5,,12504370,1.0,,3.0,6.0,6.0,,2.0,2.0,2.0,,,1.0,2.0,0.4683,0.0564034,1.0,3.0,2.0,,2.0,1.0,,,2.0,,1.0,,1.0,,,,,,,1.0,,,,
1014651,Balthazar Pierret,M,75,2689,home,True,False,14.0,9.0,1.0,,0.0,,,,34.0,22.0,6.4,7.0,6.4,6.5,,12504370,,,,3.0,4.0,,,,2.0,,,3.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,
1002045,Danilo Veiga,D,17,2689,home,True,False,5.0,3.0,1.0,,0.0,,,,16.0,9.0,6.4,3.0,6.4,6.2,,12504370,1.0,,1.0,2.0,2.0,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
841977,Ylber Ramadani,M,20,2689,home,True,False,4.0,3.0,,,0.0,,,,16.0,7.0,6.8,1.0,6.8,6.6,,12504370,,,1.0,1.0,2.0,,,,,,,2.0,,0.054,,,,1.0,,,,,,,,,,,,,,,,,,,,,
911350,Lameck Banda,M,22,2689,home,True,False,3.0,2.0,,,0.0,,,,8.0,4.0,6.4,1.0,6.4,6.5,,12504370,,,,2.0,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
152769,Ante Rebić,F,3,2036,home,True,False,8.0,7.0,,,0.0,,,,8.0,9.0,6.6,2.0,6.6,6.6,,12504370,1.0,,,,,,,,,,,,,,0.0337579,,,,,,,,,,,,,,,,,,,,,,,,
999192,Jasper Samooja,G,32,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845024,Christian Früchtl,G,1,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090374,Kialonda Gaspar,D,4,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927312,Marco Sala,D,99,2704,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651825,Tiago Gabriel,D,44,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857772,Hamza Rafia,M,8,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127590,Mohamed Kaba,M,77,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978327,Konan N'Dri,F,10,2689,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834597,Jesper Karlsson,F,37,2685,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136325,Rareș Burnete,F,23,5324,home,True,False,,,,,,,,,,,,,,,,12504370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176301,Marco Sportiello,G,57,2686,away,False,False,35.0,33.0,10.0,8.0,0.0,,1.0,1.0,90.0,44.0,6.5,3.0,6.5,6.9,-0.3364,12504370,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
44614,Kyle Walker,D,32,6,away,False,False,53.0,46.0,5.0,2.0,0.0,,,,74.0,72.0,6.5,13.0,6.5,6.7,,12504370,2.0,,1.0,4.0,3.0,1.0,,,2.0,1.0,,1.0,1.0,,0.0177873,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
826195,Matteo Gabbia,D,46,2692,away,False,False,69.0,67.0,3.0,1.0,0.0,,,,90.0,74.0,6.5,2.0,6.5,6.2,,12504370,,,1.0,2.0,,,,,2.0,,2.0,,1.0,,0.0096041,,,,,,,,,,,,,,,,,1.0,,,,,,,
1014286,Malick Thiaw,D,28,2692,away,False,False,82.0,76.0,6.0,2.0,0.0,,,,90.0,89.0,6.8,8.0,6.8,6.3,,12504370,,,2.0,3.0,5.0,,,,2.0,1.0,,,1.0,0.1364,0.0185991,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,
788027,Theo Hernández,D,19,21895,away,False,True,71.0,64.0,1.0,,0.0,,,,90.0,92.0,7.3,17.0,7.3,6.7,,12504370,4.0,3.0,1.0,6.0,6.0,2.0,,,1.0,,,,,,0.461453,4.0,1.0,,1.0,3.0,1.0,1.0,,4.0,,,,,,,,2.0,,,,,,,
1000366,Warren Bondo,M,38,2761,away,False,False,41.0,38.0,2.0,2.0,0.0,,,,62.0,50.0,7.0,4.0,7.0,6.9,,12504370,,,,,3.0,,1.0,,2.0,,,2.0,,0.0288,0.0213569,,1.0,,,,,,,,,,,,,,,,,,,,,,
983815,Yunus Musah,M,80,2692,away,False,False,39.0,36.0,,,0.0,,,,75.0,49.0,7.0,4.0,7.0,6.8,,12504370,1.0,1.0,2.0,3.0,5.0,,1.0,,1.0,,,1.0,,0.5581,0.187179,1.0,2.0,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,,,,
1184308,Álex Jiménez,M,20,2692,away,False,False,14.0,9.0,,,0.0,,,,45.0,22.0,6.6,8.0,6.6,6.5,,12504370,1.0,,,,1.0,,,,,,,1.0,,,0.00629532,,,,,,,,,,,,,,,,,,,,,,,,
893549,Tijjani Reijnders,M,14,17,away,False,False,60.0,55.0,1.0,,0.0,,,,90.0,77.0,6.9,13.0,6.9,6.8,,12504370,1.0,,,4.0,3.0,2.0,,,1.0,,1.0,,,,0.135793,1.0,,,,4.0,2.0,,,2.0,,,,,,,,,,,,,,,
817957,Christian Pulišić,M,11,2692,away,False,False,43.0,35.0,,,0.0,,,,90.0,71.0,9.3,21.0,9.3,8.6,,12504370,9.0,2.0,1.0,4.0,7.0,2.0,3.0,2.0,,,,,,1.5858,0.416026,,3.0,,,5.0,4.0,,,4.0,,,,,,,,1.0,,,,,,1.0,
892141,Santiago Giménez,F,7,2692,away,False,False,11.0,8.0,,,0.0,,,,62.0,28.0,6.9,11.0,6.9,5.7,,12504370,,,1.0,4.0,2.0,,3.0,,,,,1.0,2.0,0.8787,,1.0,,2.0,,1.0,,,,,,1.0,,,,,,1.0,,,1.0,,,,
